-3.0,(2.7620124435223593e-25-3.7890723148328174e-39j)
-2.994134897360704,(2.7156610923853864e-25-2.1193199506212728e-25j)
-2.9882697947214076,(1.04886223146538e-25-4.164350368574304e-25j)
-2.9824046920821115,(-2.1495139998398856e-25-4.900625642615572e-25j)
-2.9765395894428153,(-5.853771037539376e-25-3.1877319608415153e-25j)
-2.970674486803519,(-8.194263447239104e-25+1.3125877003337424e-25j)
-2.964809384164223,(-7.083250535966011e-25+7.515969103377405e-25j)
-2.9589442815249267,(-1.2936956041256813e-25+1.2781988149197272e-24j)
-2.9530791788856305,(8.386900122186321e-25+1.3595873552011725e-24j)
-2.9472140762463344,(1.8541249048999477e-24+7.101163415649381e-25j)
-2.941348973607038,(2.3669567244401706e-24-6.940982878672628e-25j)
-2.935483870967742,(1.8190175380029343e-24-2.464480493860943e-24j)
-2.929618768328446,(-4.781629432772384e-26-3.801825837812518e-24j)
-2.9237536656891496,(-2.891200044472769e-24-3.727626637985946e-24j)
-2.9178885630498534,(-5.645911584555996e-24-1.5339136360934119e-24j)
-2.9120234604105573,(-6.737412842157611e-24+2.6850816045758776e-24j)
-2.906158357771261,(-4.684627380164625e-24+7.669560012390058e-24j)
-2.900293255131965,(1.0403885215906624e-24+1.1082633196620576e-23j)
-2.8944281524926687,(9.233713442506288e-24+1.0230445900522877e-23j)
-2.8885630498533725,(1.672402417364059e-23+3.341854266927333e-24j)
-2.8826979472140764,(1.9079688757667944e-23-9.001312810863601e-24j)
-2.87683284457478,(1.2350662389367134e-23-2.2975511700064583e-23j)
-2.870967741935484,(-4.569066693279546e-24-3.191320182691329e-23j)
-2.865102639296188,(-2.7906182369997913e-23-2.8415571545840725e-23j)
-2.8592375366568916,(-4.8539889786349036e-23-7.912558123853669e-24j)
-2.8533724340175954,(-5.412313615447153e-23+2.7490326726078996e-23j)
-2.8475073313782993,(-3.395772009797452e-23+6.675564618051607e-23j)
-2.841642228739003,(1.4568605247198922e-23+9.120967052379395e-23j)
-2.835777126099707,(8.056464655839668e-23+8.045914886148993e-23j)
-2.8299120234604107,(1.3854205859970103e-22+2.2126924651925266e-23j)
-2.8240469208211145,(1.54319222701893e-22-7.774853236970287e-23j)
-2.8181818181818183,(9.829838342500511e-23-1.8866330063203256e-22j)
-2.812316715542522,(-3.7088560029772123e-23-2.591493665164373e-22j)
-2.806451612903226,(-2.2262045282563464e-22-2.3266864674470453e-22j)
-2.80058651026393,(-3.8898196669306754e-22-7.383355169238977e-23j)
-2.7947214076246336,(-4.4209116730279255e-22+2.032909274997724e-22j)
-2.7888563049853374,(-2.983110712178231e-22+5.180034511790878e-22j)
-2.7829912023460412,(6.852485599318755e-23+7.3080277897537495e-22j)
-2.777126099706745,(5.8601389398706175e-22+6.842873526272182e-22j)
-2.771260997067449,(1.0711701401491407e-21+2.72610116182533e-22j)
-2.7653958944281527,(1.2672130656320653e-21-4.811765208576598e-22j)
-2.7595307917888565,(9.342084593658535e-22-1.3740781579809628e-21j)
-2.7536656891495603,(-2.5273842835717494e-23-2.0357401326897353e-21j)
-2.747800586510264,(-1.45006332788752e-21-2.0284703540205692e-21j)
-2.741935483870968,(-2.8744830148063438e-21-1.0273472442692627e-21j)
-2.736070381231672,(-3.607561854691077e-21+9.688286589091676e-22j)
-2.7302052785923756,(-2.9577631746366975e-21+3.48243073237287e-21j)
-2.7243401759530794,(-5.637209681314159e-22+5.557693011905856e-21j)
-2.7184750733137832,(3.2768631334922796e-21+5.989099802742891e-21j)
-2.7126099706744866,(7.436413841057098e-21+3.774843115812281e-21j)
-2.7067448680351904,(1.0097975402114617e-20-1.3141499501169433e-21j)
-2.7008797653958942,(9.284333771081128e-21-8.262850786172036e-21j)
-2.695014662756598,(3.707371511547549e-21-1.470279020568955e-20j)
-2.689149560117302,(-6.309852303593985e-21-1.7380888722154457e-20j)
-2.6832844574780057,(-1.8230719638062985e-20-1.3253522289679495e-20j)
-2.6774193548387095,(-2.744431109087211e-20-9.87321872791121e-22j)
-2.6715542521994133,(-2.8418582706676276e-20+1.7635177497567337e-20j)
-2.665689149560117,(-1.680068453173919e-20+3.7087591650415416e-20j)
-2.659824046920821,(8.060198403171813e-21+4.888401301876324e-20j)
-2.653958944281525,(4.111480651791361e-20+4.4056187550066957e-20j)
-2.6480938416422286,(7.127169654890491e-20+1.697020857675698e-20j)
-2.6422287390029324,(8.360283517551236e-20-3.062320803097831e-20j)
-2.6363636363636362,(6.425070226927257e-20-8.700031495139521e-20j)
-2.63049853372434,(7.065840242878959e-21-1.3113075919109013e-19j)
-2.624633431085044,(-8.018029416099588e-20-1.3774528591461727e-19j)
-2.6187683284457477,(-1.729149717275426e-19-8.652657571334457e-20j)
-2.6129032258064515,(-2.3293667271270395e-19+2.6769076871348948e-20j)
-2.6070381231671553,(-2.1891781509944394e-19+1.812359094383378e-19j)
-2.601173020527859,(-1.0290861481217361e-19+3.2859945250340007e-19j)
-2.595307917888563,(1.1163102421077694e-19+4.017943138132537e-19j)
-2.589442815249267,(3.7731408302565123e-19+3.353629660692331e-19j)
-2.5835777126099706,(6.035348491725917e-19+9.411933446912849e-20j)
-2.5777126099706744,(6.7581322788803005e-19-2.984851194101606e-19j)
-2.5718475073313782,(4.936494580541339e-19-7.443664558163592e-19j)
-2.565982404692082,(1.8968509147275792e-20-1.0791953512037486e-18j)
-2.560117302052786,(-6.8051676783274e-19-1.1120985108585785e-18j)
-2.5542521994134897,(-1.4131832305166306e-18-6.935547565825862e-19j)
-2.5483870967741935,(-1.8888284687937117e-18+2.0456075488068177e-19j)
-2.5425219941348973,(-1.7954642937964253e-18+1.4245202425875678e-18j)
-2.536656891495601,(-9.179227824738274e-19+2.6068095628327074e-18j)
-2.530791788856305,(7.32357923843522e-19+3.2496344695571602e-18j)
-2.5249266862170088,(2.824201094111405e-18+2.851457609631337e-18j)
-2.5190615835777126,(4.703057214940459e-18+1.1139193818005169e-18j)
-2.5131964809384164,(5.515665841040036e-18-1.850968709570531e-18j)
-2.5073313782991202,(4.466676480962662e-18-5.390181261536247e-18j)
-2.501466275659824,(1.1601503585194305e-18-8.339145206881242e-18j)
-2.495601173020528,(-4.0737497111443396e-18-9.265859051459151e-18j)
-2.4897360703812317,(-1.0001259602089315e-17-6.922245538119182e-18j)
-2.4838709677419355,(-1.4587316175673796e-17-8.115181446673129e-19j)
-2.4780058651026393,(-1.5452442416450868e-17+8.30146739165229e-18j)
-2.472140762463343,(-1.0652233008673498e-17+1.815749296337479e-17j)
-2.466275659824047,(3.892230681944376e-19+2.525035070783171e-17j)
-2.4604105571847508,(1.608683718868417e-17+2.565428152653996e-17j)
-2.4545454545454546,(3.240166055294969e-17+1.6350834381103433e-17j)
-2.4486803519061584,(4.335989199738944e-17-3.2463174093116984e-18j)
-2.442815249266862,(4.251415147662509e-17-3.006378215134003e-17j)
-2.436950146627566,(2.5176277001907353e-17-5.701729907484901e-17j)
-2.43108504398827,(-9.103370639983841e-18-7.401765235108123e-17j)
-2.4252199413489737,(-5.463202464782147e-17-7.050002327852342e-17j)
-2.4193548387096775,(-9.917687474667721e-17-3.9146938773506325e-17j)
-2.4134897360703813,(-1.2581471070670253e-16+2.0090719843528423e-17j)
-2.407624633431085,(-1.172380588156261e-16+9.702606983869788e-17j)
-2.401759530791789,(-6.191715305629774e-17+1.7081365697233041e-16j)
-2.3958944281524928,(3.938362873510931e-17+2.1322019597009031e-16j)
-2.3900293255131966,(1.6893966864605439e-16+1.9585245537365523e-16j)
-2.3841642228739004,(2.916381553976678e-16+1.0029476786572112e-16j)
-2.378299120234604,(3.605817813071136e-16-7.132359638078678e-17j)
-2.372434017595308,(3.290690830226643e-16-2.889048163901244e-16j)
-2.366568914956012,(1.6718732425040302e-16-4.939250549092803e-16j)
-2.3607038123167157,(-1.2102321481602926e-16-6.08773985052744e-16j)
-2.3548387096774195,(-4.855926676030106e-16-5.563821339204088e-16j)
-2.3489736070381233,(-8.299567017853684e-16-2.8725499218728284e-16j)
-2.343108504398827,(-1.026125259158927e-15+1.9258915137100327e-16j)
-2.337243401759531,(-9.464755466370492e-16+8.020093799295869e-16j)
-2.3313782991202348,(-5.075995903991216e-16+1.3832829005947847e-15j)
-2.3255131964809386,(2.8412901337958274e-16+1.7261091287829534e-15j)
-2.3196480938416424,(1.299988184437587e-15+1.6185165157812631e-15j)
-2.313782991202346,(2.285110223736079e-15+9.176388659517785e-16j)
-2.3079178885630496,(2.8954168049949677e-15-3.7585480739100216e-16j)
-2.3020527859237534,(2.7781270347641663e-15-2.063009218441167e-15j)
-2.296187683284457,(1.6853704801276731e-15-3.73683592755679e-15j)
-2.290322580645161,(-4.041845237739617e-16-4.8373263073010236e-15j)
-2.284457478005865,(-3.192428357102319e-15-4.7770208481638374e-15j)
-2.2785923753665687,(-6.038269970515051e-15-3.1221737462672318e-15j)
-2.2727272727272725,(-8.03630774109329e-15+2.0869818107280584e-16j)
-2.2668621700879763,(-8.209551209767038e-15+4.786281358150405e-15j)
-2.26099706744868,(-5.795932364470763e-15+9.616996684146586e-15j)
-2.255131964809384,(-5.714833556380829e-16+1.3249410459826216e-14j)
-2.2492668621700878,(6.8786291007021206e-15+1.4064339949328228e-14j)
-2.2434017595307916,(1.504490361720528e-14+1.07233339288388e-14j)
-2.2375366568914954,(2.1625621024611455e-14+2.692047443917492e-15j)
-2.231671554252199,(2.3953118776760913e-14-9.29726705116007e-15j)
-2.225806451612903,(1.9686807101999374e-14-2.300837268263017e-14j)
-2.219941348973607,(7.654389846820666e-15-3.484095057370215e-14j)
-2.2140762463343107,(-1.1363228569909339e-14-4.0437662030624704e-14j)
-2.2082111436950145,(-3.416110749365755e-14-3.5737779817179784e-14j)
-2.2023460410557183,(-5.5205020228636654e-14-1.8315407455846472e-14j)
-2.196480938416422,(-6.745991151610509e-14+1.1300060735266621e-14j)
-2.190615835777126,(-6.395910562774223e-14+4.872103106037655e-14j)
-2.1847507331378297,(-3.990466526121532e-14+8.562800354712271e-14j)
-2.1788856304985336,(5.137520725015259e-15+1.108317558611613e-13j)
-2.1730205278592374,(6.55586281005626e-14+1.1254913092483677e-13j)
-2.167155425219941,(1.2920889746749672e-13+8.164349221277036e-14j)
-2.161290322580645,(1.7862637494154212e-13+1.5219241838222007e-14j)
-2.155425219941349,(1.9422326714495732e-13-8.03446524216533e-14j)
-2.1495601173020527,(1.5917818791464175e-13-1.8797967395508104e-13j)
-2.1436950146627565,(6.521539597624872e-14-2.8107789085071256e-13j)
-2.1378299120234603,(-8.206695780796203e-14-3.2774060076489707e-13j)
-2.131964809384164,(-2.599684736360226e-13-2.9796403721461636e-13j)
-2.126099706744868,(-4.2915830545889206e-13-1.7272903606798174e-13j)
-2.1202346041055717,(-5.389407111868288e-13+4.690137852931529e-14j)
-2.1143695014662756,(-5.374402230593141e-13+3.331873223352567e-13j)
-2.1085043988269794,(-3.8552514828241075e-13+6.302535241454386e-13j)
-2.102639296187683,(-7.189149596772875e-14+8.598456535825861e-13j)
-2.096774193548387,(3.744077096849263e-13+9.350910078273345e-13j)
-2.090909090909091,(8.781968006561591e-13+7.811505513570792e-13j)
-2.0850439882697946,(1.3229088515916205e-12+3.594538429169256e-13j)
-2.0791788856304985,(1.567934769479354e-12-3.097876242739108e-13j)
-2.0733137829912023,(1.4780433164684904e-12-1.1333047574815951e-12j)
-2.067448680351906,(9.609843267952456e-13-1.9451245165757906e-12j)
-2.06158357771261,(6.040026268497599e-15-2.5261178890354158e-12j)
-2.0557184750733137,(-1.2862019330995318e-12-2.6437445964559633e-12j)
-2.0498533724340176,(-2.6933229272043456e-12-2.108099458777503e-12j)
-2.0439882697947214,(-3.888554758910814e-12-8.349892095674986e-13j)
-2.038123167155425,(-4.490579875427242e-12+1.097863723713224e-12j)
-2.032258064516129,(-4.143098590002659e-12+3.4178984363564362e-12j)
-2.026392961876833,(-2.6133483775414105e-12+5.6636134217558484e-12j)
-2.0205278592375366,(1.0925096907337898e-13+7.239824584083701e-12j)
