1944.25,0.39
1944.5,0.36
1944.75,-0.49
1945.0,-0.53
1945.25,0.35
1945.5,0.07
1945.75,-0.24
1946.0,0.2
1946.25,-0.22
1946.5,-0.68
1946.75,-0.44
1947.0,0.02
1947.25,-0.22
1947.5,-0.3
1947.75,-0.59
1948.0,0.1
1948.25,-0.02
1948.5,-0.27
1948.75,-0.6
1949.0,-0.48
1949.25,-0.37
1949.5,-0.53
1949.75,-1.35
1950.0,-1.22
1950.25,-0.99
1950.5,-0.34
1950.75,-0.79
1951.0,-0.24
1951.25,0.02
1951.5,0.69
1951.75,0.78
1952.0,0.17
1952.25,-0.17
1952.5,-0.29
1952.75,-0.27
1953.0,0.31
1953.25,0.44
1953.5,0.38
1953.75,0.24
1954.0,-0.13
1954.25,-0.89
1954.5,-0.76
1954.75,-0.71
1955.0,-0.37
1955.25,-0.59
1955.5,-0.63
1955.75,-1.47
1956.0,-0.4
1956.25,-0.18
1956.5,-0.37
1956.75,-0.43
1957.0,-0.06
1957.25,0.61
1957.5,1.33
1957.75,1.19
1958.0,1.13
1958.25,0.31
1958.5,0.14
1958.75,0.03
1959.0,0.21
1959.25,0.15
1959.5,-0.22
1959.75,-0.02
1960.0,0.03
1960.25,-0.17
1960.5,0.12
1960.75,-0.35
1961.0,-0.06
1961.25,0.38
1961.5,-0.45
1961.75,-0.32
1962.0,-0.33
1962.25,-0.49
1962.5,-0.14
1962.75,-0.56
1963.0,-0.18
1963.25,0.46
1963.5,1.09
1963.75,1.04
1964.0,0.23
1964.25,-0.99
1964.5,-0.59
1964.75,-0.92
1965.0,-0.28
1965.25,0.52
1965.5,1.31
1965.75,1.45
1966.0,0.61
1966.25,-0.11
1966.5,-0.18
1966.75,-0.39
1967.0,-0.39
1967.25,-0.36
1967.5,-0.5
1967.75,-0.81
1968.0,-1.1
1968.25,-0.29
1968.5,0.57
1968.75,0.68
1969.0,0.78
1969.25,0.78
1969.5,0.63
1969.75,0.98
1970.0,0.49
1970.25,-0.42
1970.5,-1.34
1970.75,-1.2
1971.0,-1.18
1971.25,-0.65
1971.5,-0.42
1971.75,-0.97
1972.0,-0.28
1972.25,0.77
1972.5,1.77
1972.75,2.22
1973.0,1.05
1973.25,-0.67
1973.5,-0.99
1973.75,-1.52
1974.0,-1.17
1974.25,-0.22
1974.5,-0.04
1974.75,-0.45
1975.0,-0.46
1975.25,-0.75
1975.5,-0.7
1975.75,-1.38
1976.0,-1.15
1976.25,-0.01
1976.5,0.97
1976.75,1.1
1977.0,0.68
1977.25,-0.02
1977.5,-0.04
1977.75,0.47
1978.0,0.3
1978.25,-0.55
1978.5,-0.51
1978.75,-0.09
1979.0,-0.01
1979.25,0.34
1979.5,0.61
1979.75,0.58
1980.0,0.33
1980.25,0.38
1980.5,0.1
1980.75,0.18
1981.0,-0.3
1981.25,-0.06
1981.5,-0.28
1981.75,0.12
1982.0,0.58
1982.25,0.89
1982.5,0.93
1982.75,2.39
1983.0,2.44
1983.25,1.92
1983.5,0.64
1983.75,-0.24
1984.0,0.27
1984.25,-0.13
1984.5,-0.16
1984.75,-0.54
1985.0,-0.13
1985.25,-0.37
1985.5,-0.78
1985.75,-0.22
1986.0,0.03
1986.25,0.25
1986.5,0.31
1986.75,1.03
1987.0,1.1
1987.25,1.05
1987.5,1.11
1987.75,1.28
1988.0,0.57
1988.25,-0.55
1988.5,-1.16
1988.75,-0.99
1989.0,-0.38
1989.25,0.01
1989.5,-0.29
1989.75,0.09
1990.0,0.46
1990.25,0.57
1990.5,0.24
1990.75,0.39
1991.0,0.49
1991.25,0.86
1991.5,0.51
1991.75,0.95
1992.0,1.25
1992.25,1.33
1992.5,-0.0
1992.75,0.34
1993.0,0.66
1993.25,1.11
1993.5,0.34
1993.75,0.48
1994.0,0.56
1994.25,0.39
1994.5,-0.17
1994.75,1.04
1995.0,0.77
1995.25,0.12
1995.5,-0.35
1995.75,-0.22
1996.0,0.08
1996.25,-0.08
1996.5,-0.18
1996.75,-0.06
